Date,Time,Sampling_Point,Ambient_Temperature,Ambient_Humidity,Sample_Temperature,pH,EC_µS_cm,TDS_mg_L,TSS_mL_sed_L,DO_mg_L,Water_Level_cm,Turbidity_NTU,Hardness_mg_CaCO3_L,Hardness_Classification,Total_Cl_mg_L,Year,Month,Day,pH_Category,Water_Quality
2023-11-21,16:00,Puente Falbo,20.0,0.52,26.3,7.6,1080,530.0,44.0,0.97,60.0,296.1,137.0,BLANDA,95.0,2023,11,21,Neutral,Good
2023-11-21,16:00,Puente Falbo,20.0,0.52,26.4,7.7,1090,540.0,44.0,0.64,60.0,296.1,137.0,BLANDA,95.0,2023,11,21,Neutral,Good
2023-11-28,14:50,Puente Bilbao,30.5,0.5,27.7,7.8,1460,700.0,80.0,0.96,30.0,52.0,154.0,SEMIDURA,142.0,2023,11,28,Neutral,Good
2023-11-28,14:50,Puente Bilbao,30.5,0.5,27.6,7.8,1410,700.0,80.0,1.31,30.0,63.9,154.0,SEMIDURA,142.0,2023,11,28,Neutral,Good
2023-11-28,15:00,Arroyo_Las Torres,30.5,0.5,27.6,8.2,1570,780.0,30.0,1.31,30.0,4.47,223.0,SEMIDURA,166.0,2023,11,28,Neutral,Good
2023-11-28,15:00,Arroyo_Las Torres,30.5,0.5,27.6,8.2,1570,780.0,30.0,0.96,30.0,10.6,223.0,SEMIDURA,166.0,2023,11,28,Neutral,Good
2023-11-28,15:05,Puente Irigoyen,30.5,0.5,27.6,8.0,1530,760.0,40.0,0.52,40.0,19.6,194.0,SEMIDURA,150.0,2023,11,28,Neutral,Good
2023-11-28,15:05,Puente Irigoyen,30.5,0.5,27.6,7.9,1530,760.0,40.0,0.47,40.0,21.3,194.0,SEMIDURA,150.0,2023,11,28,Neutral,Good
2023-11-28,15:15,Arroyo Salguero,30.5,0.5,27.6,7.8,1050,520.0,1.0,1.34,25.0,1.06,245.0,SEMIDURA,71.0,2023,11,28,Neutral,Good
2023-11-28,15:15,Arroyo Salguero,30.5,0.5,27.6,7.6,1030,500.0,1.0,1.03,25.0,1.64,245.0,SEMIDURA,71.0,2023,11,28,Neutral,Good
2023-11-28,15:20,Puente Falbo,30.5,0.5,27.6,7.3,1510,750.0,60.0,0.45,55.0,243.0,200.0,SEMIDURA,109.0,2023,11,28,Neutral,Good
2023-11-28,15:20,Puente Falbo,30.5,0.5,27.6,7.2,1500,740.0,60.0,0.46,55.0,296.1,200.0,SEMIDURA,109.0,2023,11,28,Neutral,Good
